"78850","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78851","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78852","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78853","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78854","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78855","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78856","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78857","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78858","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78859","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78860","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78861","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78862","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78863","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78864","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78865","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78866","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78867","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78868","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78869","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78870","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78871","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78872","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78873","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78874","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78875","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78876","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78877","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78878","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78879","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78880","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78881","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78882","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78883","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78884","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78885","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78886","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78887","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78888","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78889","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78890","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78891","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78892","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78893","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78894","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78895","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78896","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78897","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78898","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78899","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78900","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78901","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78902","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78903","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78904","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78905","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78906","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78907","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78908","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78909","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78910","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78911","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78912","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78913","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78914","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78915","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78916","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78917","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78918","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78919","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78920","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78921","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78922","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78923","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78924","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78925","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78926","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78927","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78928","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78929","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78930","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78931","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78932","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78933","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78934","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78935","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78936","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78937","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78938","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78939","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78940","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78941","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78942","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78943","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78944","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78945","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78946","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78947","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78948","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78949","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78950","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78951","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78952","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78953","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78954","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78955","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78956","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78957","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78958","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78959","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
"78960","3012","3012.0; 3012.0","Thu May 02 12:31:38 MSK 2024","(null,null, ""null"")","(null,null, ""null"")","3012.0"
